file_name,label
G_2.png,G
G_206.png,G
G_211.png,G
G_214.png,G
G_223.png,G
G_231.png,G
G_237.png,G
G_246.png,G
G_251.png,G
G_254.png,G
G_258.png,G
G_263.png,G
G_266.png,G
G_279.png,G
G_287.png,G
G_292.png,G
G_295.png,G
G_303.png,G
G_312.png,G
G_319.png,G
G_324.png,G
G_328.png,G
G_333.png,G
G_336.png,G
G_344.png,G
G_361.png,G
G_371.png,G
G_72.png,G
G_80.png,G
G_88.png,G
G_96.png,G
H_149.png,H
H_185.png,H
H_202.png,H
H_219.png,H
H_228.png,H
H_242.png,H
H_271.png,H
H_300.png,H
H_341.png,H
H_358.png,H
I_102.png,I
I_124.png,I
I_13.png,I
I_159.png,I
I_168.png,I
I_177.png,I
I_212.png,I
I_252.png,I
I_264.png,I
I_284.png,I
J_39.png,J
K_14.png,K
K_235.png,K
K_243.png,K
K_32.png,K
K_35.png,K
K_94.png,K
L_101.png,L
L_142.png,L
L_150.png,L
L_293.png,L
M_272.png,M
M_93.png,M
N_359.png,N
N_48.png,N
P_133.png,P
P_16.png,P
P_22.png,P
P_23.png,P
P_374.png,P
P_65.png,P
R_325.png,R
R_334.png,R
R_350.png,R
R_375.png,R
S_3.png,S
S_34.png,S
S_42.png,S
S_8.png,S
T_120.png,T
T_43.png,T
U_17.png,U
U_373.png,U
U_50.png,U
U_78.png,U
V_367.png,V
V_49.png,V
V_66.png,V
V_77.png,V
Z_113.png,Z
Z_121.png,Z
Z_126.png,Z
Z_135.png,Z
Z_143.png,Z
Z_153.png,Z
Z_162.png,Z
Z_171.png,Z
Z_179.png,Z
Z_187.png,Z
Z_196.png,Z
Z_205.png,Z
Z_21.png,Z
Z_213.png,Z
Z_222.png,Z
Z_230.png,Z
Z_236.png,Z
Z_24.png,Z
Z_245.png,Z
Z_253.png,Z
Z_257.png,Z
Z_265.png,Z
Z_286.png,Z
Z_294.png,Z
Z_302.png,Z
Z_311.png,Z
Z_318.png,Z
Z_327.png,Z
Z_335.png,Z
Z_343.png,Z
Z_352.png,Z
Z_360.png,Z
Z_368.png,Z
Z_370.png,Z
Z_56.png,Z
Z_63.png,Z
Z_71.png,Z
Z_79.png,Z
Z_87.png,Z
Z_95.png,Z
